,titles,first_ps,authors,reply_lps,reply_qs,found_time,ltimes,year,fields
1897,家有暴力儿子，经常问父母要钱，不给钱就骂父母砸东西。,求助，儿子威胁父母，说不给钱就烧掉房子，动手打父母，骂父母老不死狗麻痹等等难听的话，请问可以,浩蕴涞,轻珂,8,2016/8/1,8月5日,2016,4712604878
1898,对朋友强颜欢笑的背后，不知隐藏着多少伤痛！,,鑫残梦,宝宝0321z,2,2016/8/1,8月5日,2016,4712842447
1899,又受伤了,前晚和老公打起来了，拍他两下，然后他扭着我头摁床上打，打了几巴掌，我受不了，然后追着他打，追,手机没root,GUISHEN100200,10,2016/7/1,8月4日,2016,4704177474
1900,家庭暴力男。畜生不如,都说劝和不劝离，朋友是用来交心的。亲人是用来爱护的。对于家暴男你如果想彻底改变他只有两个选择,超级无敌...,maria__lin,2,2016/8/1,8月4日,2016,4709662526
1901,我要离婚，请给予我力量,总是犹豫，总是希望他能改，能好好爱我，现在为止，我也数不清他打我几次了，也许四次，也许五次，,手机没root,喵le个咪aoao,36,2016/7/1,8月3日,2016,4705013162
1902,我今天把我爸打了,我爸已经家庭暴力将近二十年了，去年恐怖到一个月打我妈二十几次！差点离婚，我把我妈劝回来，五天之内又打了三次熬到过年，初一骂初二骂，初三又打了,梦V妖月,红尘的国,213,2015/3/1,8月3日,2016,3617276319
1903,我希望离开，有谁可以帮帮我。,我的爸爸根本不是人。,不懂sang,我的菊花...,71,2016/3/1,8月2日,2016,4419284967
1904,想求大家帮帮忙，想起诉我的爸爸,求大家帮帮忙，我爸总是打我妈，我要是拦他就连我一起打，要不然就直接掐我脖子，几乎天天打，他俩,wuli花花啦啦,laben,11,2016/7/1,8月1日,2016,4656681150
1905,本人远离家暴了。，很开心！,希望你们早点远离！,a210year,伊达丶,18,2016/7/1,8月1日,2016,4643990637
1906,被自己14岁的弟弟打了 我觉得我这辈子都不会原谅他了,,没话费个,两杠_,19,2016/7/1,7月31日,2016,4668676684
1907,关于家暴想离家出走进入社会的请进，,共同讨论如何脱离家庭这个苦海，请进Q群欢迎加入家暴离家出走讨论群，群号码：477120027 男女老少不分彼,七喜MU,七喜MU,0,2016/7/1,7月31日,2016,4703957933
1908,你以为你年纪比我大是我妈你想干嘛就干嘛是么？,今天，我算是见识到了,死人233,sadnessbsy,17,2016/7/1,7月30日,2016,4674096002
1909,我真的受不了了，醒来我就是被我弟的哭叫声闹醒,哭的撕心裂肺的，我妈又和我弟犟上了我录的录音怎么打发不了,让你开心m...,让你开心m...,2,2014/8/1,7月30日,2016,3230135360
1910,有人么，可以帮帮我吗,母亲遭受父亲的家暴，现在说要离婚，父亲不同意，现在两天没睡觉，今天早上支持不住躺倒在了床上，,wo小俊,汇通坑爹啊,11,2016/7/1,7月30日,2016,4699615957
1911,"【歌曲】Come, Thou Fount Of Every Blessing","Come, thou Fount of every blessing, Tune my heart to sing thy grace; Streams of mercy, never ceasing, Call for songs of loudest praise. Teac",dream孟响,dream孟响,1,2016/7/1,7月29日,2016,4700418094
1912,渣丈夫殴打妻子十几年,我妈妈真的受了太多委屈,八百标兵s...,八百标兵s...,1,2016/7/1,7月28日,2016,4698045276
1913,我既爱我爸又恨他，发帖只想要得到帮助,给你们讲讲我爸这人吧,少女怪物,hmnwoaini,11,2016/7/1,7月28日,2016,4675165303
1914,我想找个朋友,我是男的，从小被父亲家暴二十年，我想找个跟我同病相怜的朋友，我生活中没有一个朋友，我很懦弱。,尼采1003,阿狗嘛嘛,2,2016/7/1,7月27日,2016,4682099046
1915,我也加入了家暴的行列了吗？,。。。,网名是哇...,网名是哇...,0,2016/7/1,7月21日,2016,4685153478
1916,棍棒教育的五大好处,1可以破坏跟孩子的亲子关系 2可以把孩子打出心理问题 3可以把孩子变得胆怯，自卑，暴躁易怒 4可以让孩,big59big,LePePrince,3,2016/7/1,7月19日,2016,4674551691
1917,幸亏我爸妈不打我,就是我妈有时候不开心就骂我 我就很烦 很恨她 我还想如果没有妈妈还好些 我十六岁的男孩,一分钟情...,coerce,10,2016/7/1,7月18日,2016,4668011647
1918,该离开吗,因为一点小事吵架，男朋友摔手机，以前把我手机摔坏了，这次把他自己手机也摔坏了，还骂了句“操，,yumixiaoding,maria__lin,7,2016/7/1,7月17日,2016,4671423792
1919,今天应该算是遭受家暴了吧,我脾气确实并不好 今天说了男朋友两句之后 我们俩就吵起来了 然后后来我们就起了争执 他把我按在地上,米兰智睿,天下有道...,8,2016/7/1,7月17日,2016,4660930348
1920,结婚半年小打三次 大打一次,我俩是自由恋爱 我是安徽 他是哈尔滨 结婚前他对我很好 而且他不顾他妈反对跟我结的婚 嫁给我老公时,Zf712712,天下有道...,16,2015/11/1,7月17日,2016,4138241977
1921,不知道该怎么说，很恶心，很难过，也很失望，,本来不想说的，但是我觉得说出来会好一点，所以，呵呵，...我现在24了，对，24，那天我和老公闹矛盾，,xiayuqin669,无畏盲心,10,2016/6/1,7月16日,2016,4601127434
1922,想解脱,我这亲爹也是奇葩的给我付的学费算的可清楚了还拿学费来威胁我呵呵你他妈的爱给不给不给拉到这是什,豆蔻queen,豆蔻queen,13,2016/7/1,7月16日,2016,4668852278
1923,偏偏是我生在这个家,家暴=童年，这是我的定义，也是我的经历。,酒醉才知...,櫾譩,25,2016/7/1,7月13日,2016,4663813927
1924,无尽空虚似把刀锋静静穿过心窝,无尽空虚似把刀锋静静穿过心窝 期待的爱怎么一生总不可碰到,一分钟情...,一分钟情...,0,2016/7/1,7月12日,2016,4666160736
1925,自从逃离家暴后感觉自己一直都有精神问题,二十一岁离开学校到二十七岁仍然无法正常工作，我感觉自己不仅心理障碍还有精神问题。被父亲家暴十,难道这么...,home幻梦之始,2,2016/7/1,7月11日,2016,4661803889
1926,谁能帮帮我,我今年要小升初，我父亲给我抱了个班，似乎有点不满意。今天我父亲喝了点啤酒，看见我在删图片，就,唯爱凰北月,汶上环境...,3,2016/7/1,7月11日,2016,4662505301
1927,家暴让自己爱的人变得太可怕,是不是要逼死我才好 有人能帮帮我吗？ 我真的要不行了,没有蛀牙,home幻梦之始,49,2016/7/1,7月8日,2016,4646958623
1928,唉 打骂中的童年,楼主是独生子女 从小父母就对我很严格 做错了就要打而且还要狠狠打 不听话打的一定要很严重 不然不解,清歌,那夜520,16,2016/7/1,7月8日,2016,4653956299
1929,女人该坚持的东西,1. 不急不躁 　　先读懂自己，弄明白自己这一辈子到底要什么，理清思路，只有明白自己要什么才知道自己该干什么。 2. 婚姻不是人生的全部 　　一辈子能碰到一个真心疼你爱你的男人当然值得你去好好珍惜，倘若遇到不懂得珍惜你的人，你一定要学会放得下。 3. 决不依附于他 　　即使他对你再好，这世界一半属于男人，一半属于女人。你的生命，并不依附于他。你人生的主角是自己，女人不可缺少的，是来自自己生命深处的掌声。 4. 可以不够美,寒潭玄曳...,黑翼磊,3,2016/7/1,7月7日,2016,4655317875
1930,家暴对孩子心理影响（亲生经历）,我现在21岁，在我上小学到高中前，差不多有20次被我爸爸打的经历，次数不多，但每一次我到现在闭上眼,魅妖Sweetheart,六道打手,16,2016/6/1,7月6日,2016,4629416364
1931,大家说说家暴你的人都是你的谁，混得怎么样？,偶然知道这个吧，这个群体，真心想帮帮大家，有的人是老公，有的人是父亲，老婆和母亲应该还是比较,Edward翔,Edward翔,2,2016/7/1,7月6日,2016,4654284839
1932,吧务公告,禁止不怀好意者去反家暴群里捣乱！,风,风,1,2016/7/1,7月5日,2016,4652480805
1933,第一次被家暴，是该离婚还是怎么办？,结婚2年，白手起家，家里家外都是我一个人操劳，他只管上班，下班玩游戏，有时候让干点活就要发脾气,桃花云轩,阿狗嘛嘛,6,2016/7/1,7月5日,2016,4651747250
1934,渣男从怀孕就打我有照片,住我家骂我打我，请大家帮帮忙，昨天又动手打人了，我脸都打出伤了，牙齿也松动了。他老家在外地民,蜜陷姬,我是第四...,5,2016/6/1,7月5日,2016,4623352239
1935,10年家暴谁能忍,累，过着累，活着累，该怎样？,靠什么烂...,ericqwsad,29,2016/5/1,7月5日,2016,4528692034
1936,我不知道我算不算家暴，。,今天就喊我还骂我。还要揍我被我妈拦住了,girl朋友,苏白米,57,2016/2/1,7月4日,2016,4374534797
1937,拐卖人口的,好久没来吧里了 伤痛在慢慢回复 可是这吧里的悲痛被不良人口给盯上了 上一次就是莫名其妙有三十多岁,轻轻喔欣,zaiaiwoyici625,13,2016/7/1,7月4日,2016,4647069305
1938,我想在这吧里征婚！,我为什么在这里征婚是因为我属于心特别软的男人，不忍看见那些整天活在家暴中的女人凄惨一生，当然,zhangqiang964,影龙斩,38,2016/6/1,6月30日,2016,4589029070
1939,看到都是女人被打，吧里没男人被,看到都是女人被打，吧里没男人被打的吗,邪不压正...,天天,11,2016/6/1,7月3日,2016,4641510687
1940,送给所有被家暴的人,好多人受到家暴都是选择妥协，为了孩子为了父母，那么我请问你觉得你被打的画面被孩子看到会对他们,佳佳tshine,佳佳tshine,7,2016/7/1,7月3日,2016,4643774862
1941,老婆先动手，下狠手很过分，老公一直忍，后来忍不住还手了,彪悍老婆先动手，下手很黑很过分。老公就一直忍阿忍，后来老婆越来越过分，老公实在忍不住，忍无可忍也不需再忍。于是老公还手了。但是老公太弱，所以两人身手不相上下，战况激烈，最后打成平手，双双重伤（只是一个理论上的理想情况，不要在意这些细节。）住院了。 这个应该怎么判？打架斗殴？家暴？还是正当防卫？,李清照的...,温柔的小...,6,2016/7/1,7月2日,2016,4644293583
1942,恐惧,这么多年。我自己都快当妈了。他发火，却依然是我心底深深的恐惧，可是是自己爹，我没办法选择。很,梦魇_猫猫,狐狸酱,2,2016/6/1,6月29日,2016,4640477711
1943,孩子的教育，这样真的好吗？,我今年14岁，下学期将步入高一，为了离开这个囚笼一再挣扎着。为什么要挣扎？因为家庭里生活着一个披,摩羯座雪羽,cd1940521932,4,2016/6/1,6月29日,2016,4637944563
1944,昨晚我和麻麻差点就死在我爸的刀下,他一直都这样，在外面不开心了就会在家喝酒耍酒疯，而我就算再害怕也得看着他，怕他出去惹祸。昨晚,水瓶座的...,浅念丶忆诗,87,2016/1/1,6月28日,2016,4298459630
1945,。。。渣男你是他妈什么东西做出来的杂碎玩意儿,中午钻到厨房煮饭，他夺过锅铲鼓捣，我尝了口就说了句难吃。结果渣男破口大骂，直接把刚做好的两盘菜倒掉了。这他妈和什么玩意儿杂交出来的东西？,讨厌名字...,贞月妞,10,2015/7/1,6月27日,2016,3934754024
1946,反对家暴！！抗争到底！,这年头都是什么世道啊，还家暴，天天就只知道打，脑子有病！！！！！长嘴干嘛用的，就不会好好沟通,幽冥园AA,老萝莉i,65,2016/6/1,6月25日,2016,4614108535
1947,生活在他的暴力中。 我到底怎样才能解脱。,认识一年多了。从开始的扇巴掌到现在的拳打脚踢经历了那么多次黑暗。 他是二婚还有儿子。我未婚。 不允许我和男性来往。疑神疑鬼。上班不在一起。因为,范范390,阿狗嘛嘛,255,2014/3/1,6月22日,2016,2853936715
1948,楼下住了户变态的女人，整天打孩子,楼下一户居民，听声音是个女的，每天打孩子，不说一周一次，而是几乎每天都有听到孩子的惨叫哭声和,维维蓝调5,贞月妞,16,2016/5/1,6月25日,2016,4575395395
1949,注意,今天看到微博上那个律师被家暴【甚至可以说谋杀】的新闻，震惊无比！！ 女孩子结婚对象一定要选好，,gmeixiec18,阿狗嘛嘛,10,2016/6/1,6月23日,2016,4587246728
1950,女人不能看走眼,如题,烽火丶兴,chopinchopin,1,2016/6/1,6月20日,2016,4618742087
1951,关于对此吧友实施封禁通知,此吧友在被求助吧友发帖的时候，采取冷嘲热讽，本身受害者心灵已经受到伤害！！极大的造成本吧不和,风,金淼鑫水,15,2016/6/1,6月20日,2016,4606670292
1952,不要拿家暴说事··既然知道为什么不离开··,很多女人都知道自己的男朋友又暴力倾向 最后还是选择结婚·为什么··一个字 贱 本来婚姻不容易··有些,cd1940521932,天生愚痴,6,2016/6/1,6月20日,2016,4616124108
1953,我有一个发现，被家暴者很多属相不和，比如属龙跟属虎是绝对如水火,属相不和很难沟通性格爱好出事，人生态度都不一样，你们可以百度查查是不是有百分之七十家暴是属相不和,一见永恒,天生愚痴,1,2016/6/1,6月20日,2016,4619342227
1954,这种家暴能不能立案？？？,我们这发生的真事，有两口子，男的晚上去KTV唱歌，进错了包房却发现他老婆和一男的搂搂抱抱，他把他,Elsara,cd1940521932,9,2016/6/1,6月17日,2016,4600663795
1955,家暴吧官方交流群,家暴吧官方扣扣交流群群号码：547149632诚邀大家加入，请大家进群后文明交流！！,风,温柔的小...,7,2016/6/1,6月16日,2016,4614914052
1956,因为家暴想离家出走，带孩子还是,因为家暴想离家出走，带孩子还是不带孩子呢,hyffjq,难道这么...,19,2016/6/1,6月15日,2016,4608878544
1957,为什么你们饱受家暴折磨，我却征不到一个老婆！,这吧里每个女人声泪俱下的控诉下应该隐藏不同的目的吧？,zhangqiang964,心载河山,1,2016/6/1,6月15日,2016,4610205171
1958,自从知道可以反婚后，越来越坚定了,曾经我也以为人必须要结婚，就跟必须读书工作一样。但自从知道世间有反婚这件事，心中越来越坚定。,天道酬智勇,天道酬智勇,0,2016/6/1,6月14日,2016,4610940644
1959,有一个疯子一样的爸爸,我……想找个人陪陪,乐阿鲤,他似清风,16,2016/6/1,6月12日,2016,4603643014
1960,为了挽救我的家庭,我要终止家庭暴力，家暴是一种家庭病态，以前别人都劝我忍，我爸妈也叫我忍，但我越来越发现家暴是,雨落花簪,风,6,2016/6/1,6月10日,2016,4602851450
1961,我想家暴打人,我想家暴打人,冬天的雪...,zjy0208,2,2016/6/1,6月9日,2016,4600314961
1962,聊聊我不幸的命运(未完待续),我叫刘琪 今年15岁 我的家庭很不幸。家人经常打骂我还不给我饭吃赶我出家门。他们之所以这么残忍地对待我都是因为爸爸。爸爸妈妈是因为家庭暴力离婚的，爸爸经常在家虐待妈妈。他心情不好或者喝醉了就打妈妈。妈妈每天都在泪水中度过，没有一天好日子过。爸爸没有工作一天在家好吃懒做。全部家务都交给妈妈做，妈妈还是挺辛苦的。那一天晚上爸爸像疯子一样把妈妈眼睛打流血了，还拿着刀架在她脖子上，威胁她不准离婚！第二天早上，,liesunucwebs,小丶猪G,58,2016/5/1,6月8日,2016,4561428311
1963,聊聊我不幸的命运(第五章),今天又发生了争执，我叫妈妈买洗漱用品。她很生气地对我说:为什么要用我的钱买？〃我回答道不可以吗？你是我的亲生母亲啊 。她听到这句话更是雪上加霜大骂道：我不是你的亲生母亲。‘’说完之后我忍了她的气话。她就从钱包里掏出20元钱扔在地上，叫我爬在地上捡。她分明就是再侮辱我。我跟她对骂起来了，突然妈妈像疯子一样把杯子砸碎。外婆就来说我又开始做坏事了。她的衣服不见了，就说是我藏起来了。我没有拿她衣服！她去我衣柜,liesunucwebs,liesunucwebs,0,2016/6/1,6月8日,2016,4598654741
1964,我也不打女人的除非逼我动手,我也不打女人的除非逼我动手,冬天的雪...,冬天的雪...,3,2016/6/1,6月8日,2016,4592458586
1965,结婚一年 每次发现他和别的女人聊天他就会摔东西 打我 怎么办,,苏醒的马...,阿特斯fly,18,2016/6/1,6月8日,2016,4594413822
1966,苦逼的人生,父亲老爱打母亲，还威胁母亲不准告诉其他人，不准跟他离婚，母亲说不离婚都是为了我们好，也让我们,弥荷涡,感性商人,1,2016/6/1,6月8日,2016,4598018505
1967,家暴，我要离婚他说要报复我全家。,很想离婚。但是他威胁我，他说他对这个世界失望了，不想活了，我碰到他算我倒霉，他要死也不会让我,丶乔安的乔,AFFO20,61,2016/5/1,6月7日,2016,4520583450
1968,我没有家暴不能理解家暴,我没有家暴不能理解家暴,冬天的雪...,天生愚痴,1,2016/6/1,6月7日,2016,4592456795
1969,求助,已经20来年了，不知道该怎么办，我爸跟我妈在前几年就离婚了。但是因为种种原因他们住在一起的。但是,跟风一样...,跟风一样...,3,2016/6/1,6月7日,2016,4595359679
1970,聊聊我不幸的命运,今天又发生了争执，我叫妈妈买洗漱用品。她很生气地对我说:为什么要用我的钱买？〃我回答道不可以吗？你是我的亲生母亲啊 。她听到这句话更是雪上加霜大骂道：我不是你的亲生母亲。‘’说完之后我忍了她的气话。她就从钱包里掏出20元钱扔在地上，叫我爬在地上捡。她分明就是再侮辱我。我跟她对骂起来了，突然妈妈像疯子一样把杯子砸碎。外婆就来说我又开始做坏事了。她的衣服不见了，就说是我藏起来了。我没有拿她衣服！她去我衣柜,liesunucwebs,黑海玄同...,3,2016/6/1,6月5日,2016,4592020110
1971,家暴,小时候惊吓过度，不能受大的刺激，医生说可能是精神分裂，但生活什么的均一切正常。可父母老拿这个,草莓奶昔9...,黑翼磊,28,2016/6/1,6月5日,2016,4583181294
1972,看了以后如何？,看看评论，太多傻B男人了,空房子空...,wo就是小呆,71,2016/4/1,6月5日,2016,4500956691
1973,问问,我是女生，20 爸爸在家打妈妈，很久了 我不想找男朋友，不想跟男的结婚 害怕以后自己也受到家暴 怎么,51535forever,天生愚痴,5,2016/5/1,6月4日,2016,4569005221
1974,二十多年的家暴，虽然现在离婚了，可我还是,,陈雨860,温柔的小...,2,2016/6/1,6月3日,2016,4586581162
1975,希望大家可以给我点意见，现在的我都开始质疑人生了,我的案例比较特殊，就在前天、又被家暴了一次！是一拳头打在脸上造成的，一阵耳鸣！怀孕九个月被打,傻瓜nana_,wo就是小呆,20,2016/5/1,6月3日,2016,4549076336
1976,看一看,国家3月1日已经出关于家暴的法律了。你们以后可以对着警察叔叔说：警察叔叔他犯了第几章第几条...链接,糖里的玻...,糖里的玻...,0,2016/6/1,6月3日,2016,4586919637
1977,家暴带来的阴影，经常被噩梦惊醒，该怎么办？,,陈雨860,陈雨860,0,2016/6/1,6月2日,2016,4586564383
1978,二十多年家暴带来的阴影,,陈雨860,陈雨860,0,2016/6/1,6月2日,2016,4586562517
1979,婚姻生活中哪些夫妻喜欢争吵,婚姻生活中哪些夫妻喜欢争吵 1、缺乏安全感的人 在原生家庭的早年成长经历中，父母关爱缺乏，自己的,许老师85,许老师85,0,2016/6/1,6月1日,2016,4584091744
1980,父母离婚，4岁开始每天被姥姥打,我父母在我4岁的时候离婚。现在我都不记得我爸爸的样子。我妈把我放在姥姥家，我姥每天打我，把苕帚,琳琳315LIN,judymm,17,2016/2/1,5月30日,2016,4358571062
1981,我要帮我妈脱离苦海！！！！,这次真的是忍不了了！！！！他真的都不算是个人！！！,木易96714,Mesa酱,36,2016/2/1,5月29日,2016,4354583812
1982,有些人自己语言暴力却不自知。,一个巴掌拍不响，一段怨气也是积累而来的，大家不要以为是亲人就可以随便对待，有时候也要学会察言,Mesa酱,Mesa酱,0,2016/5/1,5月29日,2016,4577525772
1983,为什么该死的人不死,为什么该死的人不死,我可爱的...,煞科0303,15,2016/5/1,5月28日,2016,4551213353
1984,我邻居也经常家暴！！！我该怎么帮她？,那男的是赌徒，结婚十年，一儿一女，全靠他老婆做鸡供他挥霍，供他吃喝玩乐，他又嫖又赌！！！他老,通城隽,老jyjy,25,2016/5/1,5月28日,2016,4568888017
1985,哎。对家暴男的容忍就是对自己的残忍。,我也算是自作孽吧。现在除了后悔还是后悔。,愁愁愁啊...,减肥计划,9,2016/5/1,5月27日,2016,4573112331
1986,打架报警之后...,下午七点到现在后面院子里的夫妻吵到现在。各种打击的声音和撕裂的哭声和吵骂声持续了四个来小时。,ggmmm的春天,ggmmm的春天,3,2016/5/1,5月27日,2016,4570898725
1987,未领证同居被家暴不受法律保护！,有生以来第一次被打，每次他喝了酒就会情绪失控。摔东西，我要分手就要杀我全家！还把我所有东西都砍坏，砸我车玻璃，很多次醒酒后就求原谅说再也不喝,不珍惜不...,愁愁愁啊...,66,2015/3/1,5月27日,2016,3668701791
1988,装逼五分钟！挨打2小时！！,装逼五分钟！挨打2小时！ 一楼接一楼往下看,维维蓝调5,天生愚痴,16,2016/5/1,5月26日,2016,4541146901
1989,再来讨论一个敏感的话题是不是所有的家长打孩子都应该划做家暴,说点案例吧都是周围的事情。 1、有个邻居和我差不多大，80后从小没挨过打，小时候敢骂他爹老那什么灯,北狼321,鐧惧彉猸...,16,2016/5/1,5月26日,2016,4558002459
1990,家暴离婚,如果一个男人对女人家暴了，女人离婚离开家，丢下孩子，那是因为女人没能力抚养孩子，不是女人不要,悠悠dei风,anxin357455615,9,2016/5/1,5月26日,2016,4568027010
1991,请好心人救救我,我今年22岁了，我被害了，我渐渐地感觉到我跟别人不同，我脑子里面有别人在说话，说到这里你一定会认,那是个春天,小龙哥ao,18,2016/4/1,5月24日,2016,4505011777
1992,还没结果，就被男朋友打了，他说他喝多了，不是第一次了，,,扭曲feel,贞月妞,15,2016/5/1,5月24日,2016,4557294585
1993,最新消息,南都深圳读本[日籍男子杀死中国妻、子，随后自杀]2014年9月6日，在宝安沙井一小区，一名39岁的日本男人,玖贰,寒潭玄曳...,30,2016/5/1,5月23日,2016,4557048117
1994,家暴,,LQPLgg,贞月妞,10,2016/4/1,5月23日,2016,4515297710
1995,大家帮我看看这样的一个父亲，到底是什么心里,我和我母亲从小忍受他的家暴，我今年21，我母亲46，他47，由于家暴我变得外表抑郁孤僻，在家里脾气很差，总是极端钻牛角尖，证明自己的想法是对的，唱反调，爱一个人待着玩单机游戏逛贴吧 先说说最近的事，我工作二三年了，他很省钱，我是年轻人肯定有自己想买的东西，比如电脑硬件，新款手机，一个月有工资3000上下，我心中有明确的规划，1500上交母亲保管，500生活费，剩下的1千买买自己喜欢的电脑手机什么的，去年我用自己的工资买了,贱行天下,煞科0303,23,2016/5/1,5月22日,2016,4544871973
1996,家里有个不听话的儿子怎么办？,不喝酒还可以，天天喝酒，喝完酒就变态了，打爹骂娘，打媳妇，多次在外惹祸，求大神们指点，有什么好办法,leon0932,煞科0303,16,2016/5/1,5月22日,2016,4548390237
1997,赚不到钱的男人，没本事的男人，是不是很丢人？,赚不到钱的女人呢？没本事的女人呢？女人娶回家就是被人疼的！男人呢？,jackwang318,天生愚痴,5,2016/5/1,5月21日,2016,4547744088
1998,送给遭受家暴的苦命人,我们要用法律手段保护自己，没有一个人能够好好的活着最重要,郝腱,郝腱,8,2016/5/1,5月20日,2016,4559940861
1999,废话有些多，家暴在后段。求助！,因他说话不好听，我有些不舒服没理他，他反到说我敏感。后来他可能认识到不对，二十分钟左右过来逗,维维蓝调5,温柔的小...,17,2016/5/1,5月20日,2016,4558923450
2000,遭遇家暴该怎么办？,生活中，当婚姻关系走到无法维系的地步时，婚姻的小船说翻就翻，离婚就成为无法避免的事实。然而，,隆云律师...,隆云律师...,0,2016/5/1,5月18日,2016,4554726916
2001,长沙市：岳麓区出台全国首个家庭暴力强制报告制度,,I_AM_YZD,I_AM_YZD,0,2016/5/1,5月18日,2016,4554152901
2002,我觉得，一个女人最不幸的，应该就是嫁给雷雨里面鲁贵那样的人吧,重温了一边雷雨，鲁贵是我印象最深刻的角色，好赌成性，见钱眼开，把钱看的比命还重，只会欺负家里,天下有道...,金淼鑫水,7,2016/4/1,5月17日,2016,4513221391
2003,谁能向家暴真正说不,我结婚十五年了，婚后他一直还不错，有了儿子后，他的大男子主义慢慢显露了出来，回家什么都不干，,我想将来...,天生愚痴,7,2016/5/1,5月17日,2016,4551626722
2004,【家暴小孩】有伤的人，他的笑容是很迷人的。我们有着共同的伤，,相信不止我一个人经历过家暴， 在这里希望你能敞开心扉， 把你心里的伤，一一诉说出来。 你有恐惧症,xiah霜,xiah霜,3,2016/5/1,5月16日,2016,4536005653
2005,要相信一件事情，离开家暴你的人，未来再渺茫，也会比过去好。,第一，你不是丈夫家暴的原因。真的不是绝对不是！不要自责！！ 第二，不要软弱，不管有多难，只要你,夕颜光芒,来世做棵...,22,2016/1/1,5月15日,2016,4316308584
2006,轻微暴力,晚上心情不太好，发了些牢骚，老公一开始是让着我的，后来我依然再说那个事情，他便有些大声的吼我,维维蓝调5,天下有道...,7,2016/5/1,5月13日,2016,4540760527
2007,没有可能了,这一天还是来了,婷婷Power,婷婷Power,2,2016/5/1,5月10日,2016,4537722989
2008,丈夫对妻子家暴，还能离婚；可父母对子女家暴要怎么办？,,宁旺财不...,宁旺财不...,9,2016/5/1,5月8日,2016,4533403736
2009,强烈要求吧主删贴,强烈要求吧主删贴：告出主意者，居然不删帖，还加精了，我问你，遭遇严重家暴不离开还能有什么办法,chopinchopin,chopinchopin,0,2016/5/1,5月7日,2016,4532436987
2010,没身材没长相怎么办呀~c整橙拱棱钨萍槐若渗家暴,古云柿树有七绝：一益寿，二多阴，三无鸟巢，四无虫，五霜叶可玩，六嘉实，七枝叶肥大，故名七绝山。我这敝处地阔人稀，那深山亘古无人走到。每年家熟烂柿子落在路上，将一条夹石胡同，尽皆填满；又被雨露雪霜，经霉过夏，作成一路污秽。这方人家，俗呼为稀屎衕。但刮西风，有一股秽气，就是淘东圊也不似这般恶臭。如今正值春深，东南风大作，所以还不闻见也。”三藏心中烦闷不言。行者忍不住，高叫道：“你这老儿甚不通便！我等远,CJyangfulin,Alex,2,2016/5/1,5月6日,2016,4528171811
2011,我活的不好,我活的不好,贴吧用户_...,贴吧用户_...,7,2016/5/1,5月6日,2016,4523815297
2012,生活中需要的是互相忍让,无论是为人妻子还是为人老公都是如此，相互的担当后沟通，没有担当，小肚鸡肠是不行的！,风,芭蕾优伶,8,2016/5/1,5月6日,2016,4528515353
2013,家暴不伦何种理由终究是令人厌恶的！会动手打女人的男人就是渣子,打人终究是不对的，大部分女人嘴狠心不狠！夫妻言语不和似乎每个家庭都会发生，有的男人言语不和或,gutou烟火,北狼321,1,2016/5/1,5月6日,2016,4524244482
2014,我觉得自己可以帮助一下吧友们,正遭受家暴 无力反抗也不敢反抗的人,李银河,李银河,6,2016/5/1,5月4日,2016,4524183212
2015,"少女半裸昏迷伤口长蛆,亲生父母不管不顾",,最爱歌哥1...,942395066,2,2016/5/1,5月4日,2016,4521908789
2016,当结婚证成了杀人执照，建议大家好好读读，一篇极好的文章,intent:#Intent;S.K_1171477665=D4B37EB72FE716FAE8C379A681B3782C4210619083B8E8AD15C1542DC8585343;end,四面撤退,四面撤退,0,2016/5/1,5月3日,2016,4521972238
2017,女人，你要是离不开孩子可以去练个武术啊,,王中王...,happy旗杆,5,2016/4/1,5月2日,2016,4502362065
2018,大家好,真心不明白打老婆，打子女是什么心态。有能力就离开吧。,刘皇叔真...,hxike956,3,2016/5/1,5月2日,2016,4518091814
2019,怎么办？！,我爸从我小时候就和我妈找事，拿碗打我妈的头，不管对错就打，有一次还把我妈的太阳打出血了、就因,寒影20,一见永恒,14,2016/4/1,5月2日,2016,4516881641
2020,感觉被虐打得死去活来还不离开的,感觉被虐打得死去活来还不离开的女人一般具有以下特点：,闪电沫沫,xiaomaofxm,5,2016/5/1,5月2日,2016,4519690325
2021,被母亲经常拳脚相加算家暴吗？,被母亲经常拳脚相加算家暴吗？,Sevyn,Sevyn,0,2016/5/1,5月2日,2016,4519683473
2022,其实家暴的施暴者都有精神病,虐待家人会让自己和家人的生活质量降低，但施暴者不懂。 正常人哪来那么多不满需要发泄？小学生嬉皮,难道这么...,鐧惧彉猸...,2,2016/4/1,5月1日,2016,4515551772
2023,作为一个生来就被家暴的人，冷静的看待这个人世。,18岁了。一直到现在（即使我没生出来之前也有家暴），小时候的阴影刻印在心头上。我只想对那些正在被,老是滴着...,fgffs521,28,2016/4/1,4月27日,2016,4490352480
2024,女人受到家暴时很无助，不知道该怎样保护自己和孩子,,想为自己...,想为自己...,0,2016/4/1,4月26日,2016,4506167902
2025,告诉我你们的故事，我们彼此给予力量。,大家好，我来自中国传媒大学新闻学院，想对家暴做一个专题片，想联系到你们当中遭遇家暴的朋友。关,失去的暖...,失去的暖...,0,2016/4/1,4月25日,2016,4505094478
2026,刚刚挨揍了，我怎么办？,,zhaoli11,信宜南华里,13,2016/1/1,4月22日,2016,4309864677
